sentence,pseudo_that,context,embedded_clause,matrix_verb_to_cc,verb,verb_in_text,embedded_clause_n,comp_type,context_verb,context_verb_n,embedded_n_sum,verb_sum
"In The Woman with the Whip , the first English language biography of Eva Perón , author Mary Main writes that no account records were kept for the foundation because it was merely a means of funneling government money into private Swiss bank accounts controlled by the Peróns.","In The Woman with the Whip , the first English language biography of Eva Perón , author Mary Main writes no account records were kept for the foundation because it was merely a means of funneling government money into private Swiss bank accounts controlled by the Peróns.","In The Woman with the Whip , the first English language biography of Eva Perón , author Mary Main",,0,write,writes,,that,"In The Woman with the Whip , the first English language biography of Eva Perón , author Mary Main writes","In The Woman with the Whip , the first English language biography of Eva Perón , author Mary Main writes no account records were kept for the",59.36277937889099,5.629281520843506
"Fraser and Navarro , however , counter these claims , writing that Ramón Cereijo , Minister of Finance , kept records , and that the foundation "" began as the simplest response to the poverty ( Evita ) encountered each day in her office "" and "" the appalling backwardness of social services — or charity , as it was still called — in Argentina.","Fraser and Navarro , however , counter these claims , writing Ramón Cereijo , Minister of Finance , kept records , and that the foundation "" began as the simplest response to the poverty ( Evita ) encountered each day in her office "" and "" the appalling backwardness of social services — or charity , as it was still called — in Argentina.","Fraser and Navarro , however , counter these claims ,",,0,write,writing,,that,"Fraser and Navarro , however , counter these claims , writing","Fraser and Navarro , however , counter these claims , writing Ramón Cereijo , Minister of Finance ,",76.95219647884369,10.88990306854248
""" Crassweller writes that the foundation was supported by donations of cash and goods from the Peronist unions and private businesses , and that the Confederación General del Trabajo donated three man @-@ days ( later reduced to two ) of salary for every worker per year.",""" Crassweller writes the foundation was supported by donations of cash and goods from the Peronist unions and private businesses , and that the Confederación General del Trabajo donated three man @-@ days ( later reduced to two ) of salary for every worker per year.",""" Crassweller",,0,write,writes,,that,""" Crassweller writes",""" Crassweller writes the foundation was supported by donations of",52.55157661437988,9.961420059204102
"Crassweller also notes that there were some cases of businesses being pressured to donate to the foundation , with negative repercussions resulting if requests for donations were not met.","Crassweller also notes there were some cases of businesses being pressured to donate to the foundation , with negative repercussions resulting if requests for donations were not met.",Crassweller also,,0,note,notes,,that,Crassweller also notes,Crassweller also notes there were some cases of businesses being,44.23612844944,7.392931938171387
"Fraser and Navarro claim that due to the works and health services of the foundation , for the first time in history there was no inequality in Argentine health care.","Fraser and Navarro claim due to the works and health services of the foundation , for the first time in history there was no inequality in Argentine health care.",Fraser and Navarro,,0,claim,claim,,that,Fraser and Navarro claim,Fraser and Navarro claim due to the works and health services,56.767685413360596,9.385685920715332
"Fraser and Navarro write that it was Evita 's work with the foundation that played a large role in her idealization , even leading some to consider her a saint.","Fraser and Navarro write it was Evita 's work with the foundation that played a large role in her idealization , even leading some to consider her a saint.",Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,Fraser and Navarro write it was Evita 's work with the,62.350613832473755,9.695716857910156
"Fraser and Navarro write that though Argentina is secular in many respects , it is essentially a Catholic country.","Fraser and Navarro write though Argentina is secular in many respects , it is essentially a Catholic country.",Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,Fraser and Navarro write though Argentina is secular in many respects,68.37999200820923,9.695716857910156
"Fraser and Navarro write that toward the end of her life , Evita was working as many as 20 to 22 hours per day in her foundation , often ignoring her husband 's request that she cut back on her workload and take the weekends off.","Fraser and Navarro write toward the end of her life , Evita was working as many as 20 to 22 hours per day in her foundation , often ignoring her husband 's request that she cut back on her workload and take the weekends off.",Fraser and Navarro,,0,write,write,,that,Fraser and Navarro write,"Fraser and Navarro write toward the end of her life ,",42.64769561588764,9.695716857910156
"The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have wished my insults were slaps or lashes.","The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have wished my insults were slaps or lashes.","The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty ,",,0,say,saying,,none,"The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying","The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have wished my",42.518521424382925,7.6953229904174805
"The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have wished my insults were slaps or lashes.","The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have wished my insults were slaps or lashes.","The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have",,0,wish,wished,,none,"The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have wished","The more she worked with the poor in her foundation , the more she adopted an outraged attitude toward the existence of poverty , saying , "" Sometimes I have wished my insults were slaps or lashes.",60.32484436035156,11.868816521018744
